
iter,llc_rd,llc_wr,mem_rd,mem_wr,decision,token
5054,28,16,8,4,H,-20640
5055,10,5,1,1,R,40840
5056,30,14,7,3,H,-143200
5057,6,2,2,1,-,-47840
5058,0,0,0,0,R,124160
5059,30,13,8,4,H,-70400
5060,5,4,1,1,R,41080
5061,29,16,7,3,H,-132960
5062,5,1,2,1,-,-27600
5063,0,0,0,0,R,144400
5064,29,16,6,3,H,-23520
5065,4,2,1,0,R,102360
5066,29,16,7,4,H,-76080
5067,8,3,0,0,R,15920
5068,27,16,7,4,H,-142520
5069,7,6,0,0,-,-40520
5070,0,0,0,0,R,131480
5071,29,15,8,4,H,-53080
5072,7,2,1,1,R,38400
5073,31,13,7,3,H,-155640
5074,5,3,1,0,-,-39760
5075,0,0,0,0,R,132240
5076,29,16,7,4,H,-46200
5077,6,3,0,0,R,65800
5078,29,14,8,5,H,-123160
5079,4,2,1,1,-,-1680
5080,0,0,0,0,R,170320
5081,30,14,7,3,H,-13720
5082,5,1,1,1,R,97760
5083,29,14,8,4,H,-86800
5084,7,5,0,0,R,15200
5085,29,15,8,4,H,-169360
5086,8,3,2,1,-,-94000
5087,0,0,0,0,R,78000
5088,26,17,6,3,H,-59920
5089,5,2,2,1,R,45440
5090,29,17,6,3,H,-122480
5091,6,2,2,0,-,-22720
5092,0,0,0,0,R,149280
5093,28,19,6,3,H,-8640
5094,6,4,1,0,R,97240
5095,28,18,7,4,H,-71200
5096,7,1,1,0,R,24680
5097,28,16,8,4,H,-149880
5098,5,3,1,1,-,-38400
5099,0,0,0,0,R,133600
5100,30,14,7,3,H,-50440
5101,4,4,2,1,R,64920
5102,30,14,7,4,H,-123520
5103,6,3,0,0,-,-11520
5104,0,0,0,0,R,160480
5105,27,14,8,4,H,-4080
5106,8,2,1,1,R,77400
5107,31,12,7,3,H,-116640
5108,5,4,1,0,-,-760
5109,0,0,0,0,R,171240
5110,29,14,8,4,H,-13320
5111,6,3,1,1,R,88160
5112,31,13,7,3,H,-105880
5113,5,2,2,0,R,3880
5114,28,17,7,4,H,-164560
5115,6,2,0,0,-,-52560
5116,0,0,0,0,R,119440
5117,30,13,8,4,H,-75120
5118,5,5,2,1,R,30240
5119,30,14,7,4,H,-158200
5120,7,6,0,0,-,-56200
5121,0,0,0,0,R,115800
5122,27,18,8,4,H,-48760
5123,5,2,0,0,R,73240
5124,27,15,7,4,H,-85200
5125,6,3,1,0,R,20680
5126,30,13,8,4,H,-173880
5127,6,1,1,1,-,-72400
5128,0,0,0,0,R,99600
5129,28,17,7,3,H,-64440
5130,5,2,2,1,R,40920
5131,29,17,6,3,H,-127000
5132,4,3,1,0,-,-1120
5133,0,0,0,0,R,170880
5134,29,16,7,4,H,-7560
5135,6,2,0,0,R,104440
5136,31,11,8,4,H,-100120
5137,4,1,2,1,R,15240
5138,30,14,7,4,H,-173200
5139,8,5,0,0,-,-81200
5140,0,0,0,0,R,90800
5141,28,13,8,4,H,-83760
5142,5,1,0,0,R,38240
5143,27,18,8,4,H,-126320
5144,7,4,0,0,-,-24320
5145,0,0,0,0,R,147680
5146,30,13,8,4,H,-46880
5147,5,2,2,1,R,58480
5148,29,16,6,3,H,-109440
5149,5,2,1,0,R,6440
5150,29,14,8,4,H,-178120
5151,4,3,0,0,-,-46120
5152,0,0,0,0,R,125880
5153,30,13,8,4,H,-68680
5154,6,2,2,1,R,26680
5155,29,16,6,3,H,-141240
5156,5,4,1,0,-,-25360
5157,0,0,0,0,R,146640
5158,28,19,6,3,H,-11280
5159,6,2,1,0,R,94600
5160,27,16,6,3,H,-53320
5161,5,3,1,0,R,62560
5162,28,18,7,4,H,-105880
5163,9,3,0,0,-,-23880
5164,0,0,0,0,R,148120
5165,27,17,8,4,H,-16440
5166,5,4,1,1,R,95040
5167,29,16,7,3,H,-79000
5168,5,3,2,1,R,26360
5169,29,16,6,3,H,-141560
5170,4,3,1,0,-,-15680
5171,0,0,0,0,R,156320
5172,28,17,7,4,H,-12120
5173,6,2,0,0,R,99880
5174,31,11,8,4,H,-104680
5175,4,3,2,1,R,10680
5176,29,12,6,3,H,-157240
5177,6,2,2,1,-,-61880
5178,0,0,0,0,R,110120
5179,31,13,7,4,H,-88320
5180,6,2,0,0,R,23680
5181,28,17,8,2,H,-142080
5182,7,4,1,1,-,-50600
5183,0,0,0,0,R,121400
5184,28,17,7,3,H,-42640
5185,6,2,2,1,R,52720
5186,30,14,7,4,H,-135720
5187,6,2,0,0,-,-23720
5188,0,0,0,0,R,148280
5189,29,14,8,4,H,-36280
5190,4,3,1,1,R,85200
5191,30,14,7,3,H,-98840
5192,6,3,2,0,R,920
5193,29,14,8,4,H,-183640
5194,6,4,1,1,-,-82160
5195,0,0,0,0,R,89840
5196,26,18,7,3,H,-54200
5197,5,3,0,0,R,67800
5198,28,16,8,4,H,-106760
5199,7,2,1,1,-,-15280
5200,0,0,0,0,R,156720
5201,28,17,7,3,H,-7320
5202,8,3,2,1,R,68040
5203,30,14,7,4,H,-120400
5204,5,4,0,0,R,1600
5205,29,14,8,4,H,-182960
5206,6,2,2,1,-,-87600
5207,0,0,0,0,R,84400
5208,30,15,6,4,H,-97920
5209,5,2,0,0,R,24080
5210,30,13,8,4,H,-170480
5211,8,5,2,1,-,-95120
5212,0,0,0,0,R,76880
5213,29,13,6,3,H,-91040
5214,4,0,1,0,R,34840
5215,30,13,8,4,H,-159720
5216,7,3,1,1,-,-68240
5217,0,0,0,0,R,103760
5218,29,16,7,3,H,-70280
5219,4,1,2,1,R,45080
5220,29,16,6,3,H,-122840
5221,6,4,1,0,-,-16960
5222,0,0,0,0,R,155040
5223,28,17,7,4,H,-13400
5224,5,2,0,0,R,108600
5225,27,17,8,4,H,-55960
5226,7,0,1,1,R,35520
5227,30,14,7,3,H,-148520
5228,6,2,2,1,-,-53160
5229,0,0,0,0,R,118840
5230,28,17,7,4,H,-49600
5231,6,3,1,0,R,56280
5232,30,14,7,4,H,-132160
5233,4,2,0,0,-,-160
5234,0,0,0,0,R,171840
5235,29,14,8,4,H,-12720
5236,6,5,0,0,R,99280
5237,28,16,8,4,H,-75280
5238,5,5,1,1,R,36200
5239,29,16,7,3,H,-137840
5240,6,4,2,1,-,-42480
5241,0,0,0,0,R,129520
5242,31,11,8,4,H,-75040
5243,4,2,0,0,R,56960
5244,29,15,8,4,H,-127600
5245,8,4,1,1,-,-46120
5246,0,0,0,0,R,125880
5247,28,18,7,3,H,-38160
5248,7,3,2,1,R,47200
5249,29,13,6,3,H,-120720
5250,5,2,2,1,-,-15360
5251,0,0,0,0,R,156640
5252,30,15,7,4,H,-31800
5253,6,6,0,0,R,80200
5254,29,14,8,4,H,-104360
5255,7,4,2,1,-,-19000
5256,0,0,0,0,R,153000
5257,31,12,8,4,H,-51560
5258,4,2,0,0,R,80440
5259,29,14,8,4,H,-104120
5260,8,4,2,1,-,-28760
5261,0,0,0,0,R,143240
5262,31,11,8,4,H,-61320
5263,6,5,1,1,R,40160
5264,30,15,7,3,H,-143880
5265,7,3,2,1,-,-58520
5266,0,0,0,0,R,113480
5267,27,16,6,3,H,-34440
5268,4,3,1,1,R,87040
5269,29,15,7,3,H,-87000
5270,6,6,2,1,R,8360
5271,31,13,7,4,H,-190080
5272,6,3,0,0,-,-78080
5273,0,0,0,0,R,93920
5274,32,10,8,4,H,-120640
5275,4,4,2,1,-,-5280
5276,0,0,0,0,R,166720
5277,30,14,7,4,H,-21720
5278,5,4,0,0,R,100280
5279,29,14,8,4,H,-84280
5280,8,3,2,1,-,-8920
5281,0,0,0,0,R,163080
5282,29,17,6,3,H,-4840
5283,5,4,1,0,R,111040
5284,28,17,7,4,H,-57400
5285,7,5,0,0,R,44600
5286,27,16,6,4,H,-107720
5287,6,2,0,0,R,4280
5288,29,14,8,4,H,-180280
5289,8,2,2,1,-,-104920
5290,0,0,0,0,R,67080
5291,31,13,7,4,H,-131360
5292,5,1,0,0,-,-9360
5293,0,0,0,0,R,162640
5294,29,14,8,4,H,-21920
5295,7,1,2,1,R,63440
5296,30,15,6,4,H,-118880
5297,5,1,0,0,R,3120
5298,29,14,8,4,H,-181440
5299,7,6,2,1,-,-96080
5300,0,0,0,0,R,75920
5301,27,21,6,3,H,-72000
5302,7,5,2,1,R,13360
5303,26,18,6,3,H,-124560
5304,7,3,2,1,-,-39200
5305,0,0,0,0,R,132800
5306,30,15,6,4,H,-49520
5307,6,3,1,0,R,56360
5308,29,14,8,4,H,-128200
5309,7,2,1,1,-,-36720
5310,0,0,0,0,R,135280
5311,30,14,7,3,H,-48760
5312,3,1,2,1,R,76600
5313,29,16,6,3,H,-91320
5314,5,4,1,0,R,24560
5315,28,17,7,4,H,-143880
5316,3,2,0,0,-,-1880
5317,0,0,0,0,R,170120
5318,29,14,8,4,H,-14440
5319,8,4,1,1,R,67040
5320,27,19,7,3,H,-87000
5321,6,4,1,1,R,14480
5322,28,14,7,4,H,-153960
5323,6,1,1,1,-,-52480
5324,0,0,0,0,R,119520
5325,31,13,7,3,H,-74520
5326,5,1,2,0,R,35240
5327,30,13,8,4,H,-159320
5328,6,0,1,1,-,-57840
5329,0,0,0,0,R,114160
5330,30,14,7,3,H,-69880
5331,5,2,2,1,R,35480
5332,31,12,8,4,H,-169080
5333,7,2,2,2,-,-88120
5334,0,0,0,0,R,83880
5335,28,18,6,3,H,-74040
5336,5,2,2,0,R,35720
5337,28,17,7,4,H,-132720
5338,7,4,0,0,-,-30720
5339,0,0,0,0,R,141280
5340,28,15,6,4,H,-21040
5341,6,1,1,0,R,84840
5342,29,15,8,4,H,-99720
5343,9,4,2,1,-,-34360
5344,0,0,0,0,R,137640
5345,30,14,7,4,H,-50800
5346,6,3,0,0,R,61200
5347,29,15,8,4,H,-123360
5348,8,2,2,1,-,-48000
5349,0,0,0,0,R,124000
5350,30,14,7,4,H,-64440
5351,5,2,0,0,R,57560
5352,28,16,8,4,H,-117000
5353,6,2,1,1,-,-15520
5354,0,0,0,0,R,156480
5355,28,17,7,3,H,-7560
5356,6,2,2,1,R,87800
5357,27,16,6,3,H,-60120
5358,7,0,2,1,R,25240
5359,31,11,8,4,H,-179320
5360,6,5,1,1,-,-77840
5361,0,0,0,0,R,94160
5362,29,16,7,3,H,-79880
5363,5,1,2,1,R,25480
5364,31,11,8,4,H,-179080
5365,5,1,1,1,-,-67600
5366,0,0,0,0,R,104400
5367,29,16,7,3,H,-69640
5368,5,4,2,1,R,35720
5369,30,16,6,3,H,-142200
5370,4,2,1,0,-,-16320
5371,0,0,0,0,R,155680
5372,29,16,7,4,H,-22760
5373,6,3,0,0,R,89240
5374,27,17,8,4,H,-75320
5375,4,3,0,0,R,56680
5376,29,11,8,4,H,-127880
5377,7,4,1,1,-,-36400
5378,0,0,0,0,R,135600
5379,29,16,7,3,H,-38440
5380,6,3,2,1,R,56920
5381,30,15,6,4,H,-125400
5382,5,1,1,0,-,-9520
5383,0,0,0,0,R,162480
5384,30,12,8,4,H,-32080
5385,5,2,1,1,R,79400
5386,31,13,7,3,H,-114640
5387,5,2,1,0,R,1240
5388,28,18,7,4,H,-167200
5389,6,3,0,0,-,-55200
5390,0,0,0,0,R,116800
5391,26,21,7,4,H,-31640
5392,10,6,0,0,R,40360
5393,28,15,6,3,H,-117560
5394,4,3,1,0,R,8320
5395,29,15,8,4,H,-176240
5396,7,4,0,0,-,-74240
5397,0,0,0,0,R,97760
5398,28,17,8,4,H,-76800
5399,7,2,1,1,R,14680
5400,30,14,7,3,H,-169360
5401,4,1,2,1,-,-54000
5402,0,0,0,0,R,118000
5403,28,19,6,3,H,-39920
5404,4,1,2,1,R,75440
5405,28,19,6,3,H,-82480
5406,5,1,2,1,R,22880
5407,28,18,6,3,H,-135040
5408,6,2,2,1,-,-39680
5409,0,0,0,0,R,132320
5410,29,14,8,4,H,-52240
5411,6,4,1,1,R,49240
5412,29,12,7,3,H,-124800
5413,6,2,2,1,-,-29440
5414,0,0,0,0,R,142560
5415,30,14,7,4,H,-45880
5416,7,1,0,0,R,56120
5417,29,15,8,4,H,-128440
5418,5,2,1,1,-,-16960
5419,0,0,0,0,R,155040
5420,28,17,7,3,H,-9000
5421,6,3,2,1,R,86360
5422,30,14,7,4,H,-102080
5423,5,1,0,0,R,19920
5424,27,18,8,5,H,-149040
5425,7,2,0,0,-,-47040
5426,0,0,0,0,R,124960
5427,31,12,8,3,H,-75200
5428,5,2,2,1,R,30160
5429,29,13,7,4,H,-148280
5430,5,2,1,0,-,-32400
5431,0,0,0,0,R,139600
5432,28,18,7,4,H,-28840
5433,8,1,0,0,R,63160
5434,29,14,8,4,H,-121400
5435,7,3,2,1,-,-36040
5436,0,0,0,0,R,135960
5437,30,14,7,4,H,-52480
5438,5,2,0,0,R,69520
5439,28,16,8,4,H,-105040
5440,6,2,1,1,-,-3560
5441,0,0,0,0,R,168440
5442,28,17,7,3,-,4400
5443,36,20,10,5,H,-266800
5444,6,3,1,1,-,-165320
5445,0,0,0,0,R,6680
5446,29,16,7,3,H,-167360
5447,4,4,1,1,-,-45880
5448,0,0,0,0,R,126120
5449,29,13,7,3,H,-47920
5450,4,1,2,1,R,67440
5451,29,16,6,3,H,-100480
5452,8,3,1,0,-,-14600
5453,0,0,0,0,R,157400
5454,29,15,8,4,H,-27160
5455,4,4,1,1,R,94320
5456,29,16,7,3,H,-79720
5457,6,3,2,1,R,15640
5458,30,14,7,4,H,-172800
5459,5,5,0,0,-,-50800
5460,0,0,0,0,R,121200
5461,30,13,8,4,H,-73360
5462,7,5,2,1,R,12000
5463,29,16,6,3,H,-155920
5464,6,4,1,0,-,-50040
5465,0,0,0,0,R,121960
5466,27,16,6,4,H,-30360
5467,6,3,2,1,R,65000
5468,29,17,6,3,H,-102920
5469,6,4,2,0,-,-3160
5470,0,0,0,0,R,168840
5471,30,13,8,4,H,-25720
5472,6,3,1,1,R,75760
5473,28,17,7,3,H,-88280
5474,5,2,2,1,R,17080
5475,27,20,6,3,H,-130840
5476,6,2,2,1,-,-35480
5477,0,0,0,0,R,136520
5478,29,16,6,3,H,-31400
5479,4,3,1,0,R,94480
5480,29,16,7,4,H,-83960
5481,6,2,0,0,R,28040
5482,29,15,8,4,H,-156520
5483,5,2,1,1,-,-45040
5484,0,0,0,0,R,126960
5485,29,12,7,3,H,-47080
5486,6,3,1,1,R,54400
5487,28,18,7,3,H,-109640
5488,5,3,2,1,-,-4280
5489,0,0,0,0,R,167720
5490,30,14,7,4,H,-20720
5491,6,3,0,0,R,91280
5492,29,14,8,4,H,-93280
5493,4,2,1,1,R,28200
5494,29,16,7,3,H,-145840
5495,6,3,2,1,-,-50480
5496,0,0,0,0,R,121520
5497,28,19,6,3,H,-36400
5498,4,1,2,1,R,78960
5499,27,20,6,3,H,-68960
5500,5,4,2,1,R,36400
5501,26,18,6,3,H,-101520
5502,6,1,2,1,-,-6160
5503,0,0,0,0,R,165840
5504,30,14,7,4,H,-22600
5505,9,3,1,0,R,53280
5506,27,18,8,4,H,-111280
5507,5,2,0,0,R,10720
5508,29,14,8,4,H,-173840
5509,8,4,2,1,-,-98480
5510,0,0,0,0,R,73520
5511,31,13,7,4,H,-124920
5512,5,5,0,0,-,-2920
5513,0,0,0,0,R,169080
5514,30,13,8,4,H,-25480
5515,7,3,2,1,R,59880
5516,30,15,6,4,H,-122440
5517,4,1,1,1,-,-960
5518,0,0,0,0,R,171040
5519,27,20,6,3,-,23120
5520,34,19,9,4,H,-217560
5521,9,2,1,1,-,-146080
5522,0,0,0,0,R,25920
5523,30,15,7,3,H,-158120
5524,5,3,2,1,-,-52760
5525,0,0,0,0,R,119240
5526,30,15,6,4,H,-63080
5527,6,5,0,0,R,48920
5528,29,15,8,3,H,-131240
5529,6,0,1,1,-,-29760
5530,0,0,0,0,R,142240
5531,29,15,7,3,H,-31800
5532,5,2,2,1,R,73560
5533,32,12,8,4,H,-141000
5534,5,1,0,0,-,-19000
5535,0,0,0,0,R,153000
5536,28,17,8,4,H,-21560
5537,9,3,2,1,R,43800
5538,28,14,6,3,H,-114120
5539,3,2,2,1,R,11240
5540,31,12,8,4,H,-193320
5541,7,4,0,0,-,-91320
5542,0,0,0,0,R,80680
5543,29,15,8,4,H,-103880
5544,5,4,1,1,R,7600
5545,30,14,7,3,H,-176440
5546,4,1,2,1,-,-61080
5547,0,0,0,0,R,110920
5548,31,12,8,4,H,-93640
5549,7,0,1,1,-,-2160
5550,0,0,0,0,R,169840
5551,31,13,7,3,H,-24200
5552,5,1,1,0,R,91680
5553,30,13,8,4,H,-102880
5554,5,2,1,1,R,8600
5555,28,14,7,3,H,-155440
5556,7,5,1,1,-,-63960
5557,0,0,0,0,R,108040
5558,30,15,7,3,H,-76000
5559,4,0,2,1,R,39360
5560,29,17,6,3,H,-128560
5561,8,5,2,0,-,-48800
5562,0,0,0,0,R,123200
5563,28,17,7,4,H,-45240
5564,5,3,0,0,R,76760
5565,28,16,8,4,H,-97800
5566,6,5,1,1,R,3680
5567,31,12,7,3,H,-190360
5568,4,1,1,0,-,-64480
5569,0,0,0,0,R,107520
5570,28,19,6,3,H,-50400
5571,8,5,1,0,R,35480
5572,30,13,8,4,H,-159080
5573,6,2,1,1,-,-57600
5574,0,0,0,0,R,114400
5575,27,16,7,2,H,-35240
5576,9,5,2,1,R,30120
5577,28,20,6,3,H,-127800
5578,7,3,2,1,-,-42440
5579,0,0,0,0,R,129560
5580,30,14,7,4,H,-58880
5581,6,4,0,0,R,53120
5582,29,15,8,4,H,-131440
5583,5,1,1,1,-,-19960
5584,0,0,0,0,R,152040
5585,30,14,7,3,H,-32000
5586,6,2,2,0,R,67760
5587,31,12,8,4,H,-136800
5588,5,2,1,1,-,-25320
5589,0,0,0,0,R,146680
5590,28,18,7,3,H,-17360
5591,7,5,2,1,R,68000
5592,28,15,6,3,H,-89920
5593,4,2,2,1,R,25440
5594,29,17,6,3,H,-142480
5595,10,5,2,0,-,-82720
5596,0,0,0,0,R,89280
5597,29,15,8,4,H,-95280
5598,6,3,1,1,R,6200
5599,28,18,7,3,H,-157840
5600,6,4,2,1,-,-62480
5601,0,0,0,0,R,109520
5602,30,15,6,4,H,-72800
5603,4,3,1,0,R,53080
5604,29,15,8,4,H,-131480
5605,5,4,0,0,-,-9480
5606,0,0,0,0,R,162520
5607,30,13,8,4,H,-32040
5608,5,4,2,1,R,73320
5609,29,17,6,3,H,-94600
5610,7,3,1,0,R,1280
5611,28,15,6,3,H,-156640
5612,5,4,1,0,-,-40760
5613,0,0,0,0,R,131240
5614,30,13,8,4,H,-63320
5615,8,5,1,1,R,18160
5616,29,16,7,3,H,-155880
5617,4,2,2,1,-,-40520
5618,0,0,0,0,R,131480
5619,30,15,6,4,H,-50840
5620,5,2,1,0,R,65040
5621,33,8,8,4,H,-159520
5622,4,1,2,1,-,-44160
5623,0,0,0,0,R,127840
5624,29,17,6,3,H,-40080
5625,5,3,1,0,R,75800
5626,31,11,8,4,H,-128760
5627,5,3,2,1,-,-23400
5628,0,0,0,0,R,148600
5629,30,11,6,3,H,-29320
5630,6,3,2,0,R,70440
5631,29,14,8,4,H,-114120
5632,6,1,1,1,-,-12640
5633,0,0,0,0,R,159360
5634,29,16,7,3,H,-14680
5635,6,2,2,1,R,80680
5636,29,17,6,3,H,-87240
5637,6,4,2,0,R,12520
5638,28,17,7,4,H,-155920
5639,4,3,0,0,-,-23920
5640,0,0,0,0,R,148080
5641,31,12,8,4,H,-56480
5642,5,2,1,1,R,55000
5643,30,15,7,3,H,-129040
5644,8,4,2,1,-,-53680
5645,0,0,0,0,R,118320
5646,29,15,7,4,H,-60120
5647,4,0,1,0,R,65760
5648,29,17,6,3,H,-102160
5649,8,3,2,0,-,-22400
5650,0,0,0,0,R,149600
5651,28,17,7,4,H,-18840
5652,7,3,0,0,R,83160
5653,29,14,8,4,H,-101400
5654,8,2,2,1,-,-26040
5655,0,0,0,0,R,145960
5656,30,13,7,5,H,-46880
5657,5,4,0,0,R,75120
5658,28,16,8,4,H,-99440
5659,6,4,1,1,R,2040
5660,30,15,7,3,H,-182000
5661,3,2,2,1,-,-56640
5662,0,0,0,0,R,115360
5663,29,17,6,3,H,-52560
5664,5,3,1,0,R,63320
5665,27,16,6,3,H,-84600
5666,5,2,2,1,R,20760
5667,31,12,8,4,H,-183800
5668,6,2,2,1,-,-88440
5669,0,0,0,0,R,83560
5670,32,10,8,4,H,-131000
5671,6,2,1,1,-,-29520
5672,0,0,0,0,R,142480
5673,30,15,7,3,H,-41560
5674,6,2,2,1,R,53800
5675,29,16,6,3,H,-114120
5676,4,2,1,0,R,11760
5677,32,10,8,4,H,-202800
5678,6,4,2,1,-,-107440
5679,0,0,0,0,R,64560
5680,30,14,7,4,H,-123880
5681,4,2,1,0,R,2000
5682,29,13,6,3,H,-165920
5683,6,2,2,0,-,-66160
5684,0,0,0,0,R,105840
5685,28,18,7,4,H,-62600
5686,6,3,1,0,R,43280
5687,29,15,8,4,H,-141280
5688,6,4,0,0,-,-29280
5689,0,0,0,0,R,142720
5690,29,15,8,4,H,-41840
5691,5,3,1,1,R,69640
5692,26,20,7,3,H,-74400
5693,7,3,1,1,R,17080
5694,30,15,7,3,H,-166960
5695,4,1,2,1,-,-51600
5696,0,0,0,0,R,120400
5697,30,15,6,4,H,-61920
5698,4,2,0,0,R,70080
5699,28,17,7,4,H,-98360
5700,7,5,0,0,R,3640
5701,26,16,7,4,H,-144800
5702,6,4,1,0,-,-38920
5703,0,0,0,0,R,133080
5704,29,15,8,4,H,-51480
5705,5,2,0,0,R,70520
5706,28,16,8,4,H,-104040
5707,6,3,1,1,-,-2560
5708,0,0,0,0,R,169440
5709,31,13,7,3,H,-24600
5710,4,1,1,0,R,101280
5711,29,15,8,4,H,-83280
5712,7,3,0,0,R,18720
5713,30,13,8,3,H,-171440
5714,4,3,2,1,-,-56080
5715,0,0,0,0,R,115920
5716,30,14,7,4,H,-72520
5717,8,4,0,0,R,19480
5718,27,15,8,4,H,-145080
5719,6,3,0,0,-,-33080
5720,0,0,0,0,R,138920
5721,27,18,8,4,H,-25640
5722,7,4,0,0,R,76360
5723,28,16,8,4,H,-98200
5724,6,4,1,1,R,3280
5725,29,16,7,3,H,-170760
5726,6,0,2,1,-,-75400
5727,0,0,0,0,R,96600
5728,30,14,7,4,H,-91840
5729,4,2,1,0,R,34040
5730,29,15,8,4,H,-150520
5731,6,3,0,0,-,-38520
5732,0,0,0,0,R,133480
5733,31,12,8,4,H,-71080
5734,6,2,2,1,R,24280
5735,30,13,7,4,H,-164160
5736,6,1,0,0,-,-52160
5737,0,0,0,0,R,119840
5738,27,16,6,4,H,-32480
5739,4,1,1,0,R,93400
5740,28,18,7,4,H,-75040
5741,6,2,1,0,R,30840
5742,30,14,8,3,H,-159320
5743,6,3,1,1,-,-57840
5744,0,0,0,0,R,114160
5745,30,14,7,3,H,-69880
5746,4,1,2,1,R,45480
5747,29,16,6,3,H,-122440
5748,6,1,1,0,-,-16560
5749,0,0,0,0,R,155440
5750,29,14,8,4,H,-29120
5751,6,4,1,1,R,72360
5752,31,13,7,3,H,-121680
5753,5,3,1,0,-,-5800
5754,0,0,0,0,R,166200
5755,29,13,7,4,H,-12240
5756,6,3,1,0,R,93640
5757,29,16,7,4,H,-84800
5758,5,1,0,0,R,37200
5759,27,18,8,3,H,-122960
5760,7,1,1,1,-,-31480
5761,0,0,0,0,R,140520
5762,29,16,7,2,H,-29120
5763,4,2,2,1,R,86240
5764,30,15,6,4,H,-96080
5765,7,2,1,0,-,-200
5766,0,0,0,0,R,171800
5767,30,12,8,4,H,-22760
5768,5,1,2,1,R,82600
5769,29,16,6,3,H,-85320
5770,7,4,1,0,R,10560
5771,29,16,7,4,H,-167880
5772,6,4,0,0,-,-55880
5773,0,0,0,0,R,116120
5774,26,16,7,4,H,-32320
5775,5,4,0,0,R,89680
5776,29,15,8,4,H,-94880
5777,6,1,0,0,R,17120
5778,28,16,8,4,H,-157440
5779,6,1,1,1,-,-55960
5780,0,0,0,0,R,116040
5781,30,14,7,3,H,-68000
5782,6,3,2,0,R,31760
5783,31,12,8,4,H,-172800
5784,7,3,2,1,-,-87440
5785,0,0,0,0,R,84560
5786,28,18,6,3,H,-73360
5787,5,2,2,1,R,32000
5788,31,11,8,4,H,-172560
5789,7,3,1,1,-,-81080
5790,0,0,0,0,R,90920
5791,27,15,7,3,H,-63120
5792,5,3,1,1,R,48360
5793,27,19,7,3,H,-105680
5794,7,3,2,1,-,-20320
5795,0,0,0,0,R,151680
5796,31,13,7,3,H,-42360
5797,6,2,1,0,R,63520
5798,30,13,8,4,H,-131040
5799,6,4,2,1,-,-35680
5800,0,0,0,0,R,136320
5801,31,12,8,4,H,-68240
5802,6,2,0,0,R,43760
5803,28,16,8,4,H,-130800
5804,6,3,1,1,-,-29320
5805,0,0,0,0,R,142680
5806,30,15,7,3,H,-41360
5807,5,3,2,1,R,64000
5808,28,18,6,3,H,-93920
5809,6,4,2,1,R,1440
5810,28,14,6,3,H,-156480
5811,5,1,2,1,-,-51120
5812,0,0,0,0,R,120880
5813,31,12,8,4,H,-83680
5814,7,2,0,0,R,18320
5815,29,15,8,4,H,-166240
5816,5,2,1,1,-,-54760
5817,0,0,0,0,R,117240
5818,28,17,7,3,H,-46800
5819,6,4,2,1,R,48560
5820,29,17,6,3,H,-119360
5821,4,2,1,0,R,6520
5822,28,17,7,4,H,-161920
5823,6,4,0,0,-,-49920
5824,0,0,0,0,R,122080
5825,28,16,8,4,H,-52480
5826,6,2,1,1,R,49000
5827,25,18,7,3,H,-85040
5828,9,4,1,1,-,-13560
5829,0,0,0,0,R,158440
5830,30,15,7,3,H,-25600
5831,5,4,2,1,R,79760
5832,29,16,6,3,H,-88160
5833,8,1,1,0,-,-2280
5834,0,0,0,0,R,169720
5835,29,15,8,4,H,-14840
5836,5,3,1,1,R,96640
5837,30,14,7,3,H,-87400
5838,6,5,2,0,R,12360
5839,28,17,7,4,H,-156080
5840,5,2,0,0,-,-34080
5841,0,0,0,0,R,137920
5842,30,13,8,4,H,-56640
5843,6,2,2,1,R,38720
5844,28,18,6,3,H,-119200
5845,6,4,2,0,-,-19440
5846,0,0,0,0,R,152560
5847,30,12,6,3,H,-25360
5848,6,3,2,0,R,74400
5849,29,16,7,4,H,-104040
5850,5,3,0,0,R,17960
5851,30,14,8,3,H,-172200
5852,5,4,1,1,-,-60720
5853,0,0,0,0,R,111280
5854,29,17,7,3,H,-62760
5855,6,0,2,1,R,32600
5856,29,15,8,4,H,-151960
5857,7,4,1,1,-,-60480
5858,0,0,0,0,R,111520
5859,30,14,7,3,H,-72520
5860,3,1,2,1,R,52840
5861,30,14,7,4,H,-135600
5862,8,5,0,0,-,-43600
5863,0,0,0,0,R,128400
5864,28,14,7,4,H,-40040
5865,5,3,0,0,R,81960
5866,28,16,8,4,H,-92600
5867,7,5,1,1,-,-1120
5868,0,0,0,0,R,170880
5869,30,14,7,3,H,-13160
5870,4,1,2,1,R,102200
5871,30,14,7,4,H,-86240
5872,6,3,0,0,R,25760
5873,30,13,8,4,H,-168800
5874,5,3,2,1,-,-63440
5875,0,0,0,0,R,108560
5876,29,17,6,3,H,-59360
5877,5,3,1,0,R,56520
5878,28,17,7,4,H,-111920
5879,6,2,0,0,R,80
5880,29,15,8,4,H,-184480
5881,8,3,1,1,-,-103000
5882,0,0,0,0,R,69000
5883,29,13,7,3,H,-105040
5884,7,1,2,1,-,-19680
5885,0,0,0,0,R,152320
5886,29,17,6,3,H,-15600
5887,9,5,2,0,R,54160
5888,31,11,8,4,H,-150400
5889,4,2,1,1,-,-28920
5890,0,0,0,0,R,143080
5891,30,14,7,3,H,-40960
5892,4,2,2,1,R,74400
5893,28,18,6,3,H,-83520
5894,5,1,2,0,R,26240
5895,28,18,7,4,H,-142200
